text	NOT	HOF
[USER] [USER] [USER] Haha every footballing organisation, legal professionals and even a court of session judge all maintain that the club is the same, but some wee irrelevant twat on twitter says they are all wrong and he is correct. 🤣🤣🤣 Couldn't make it up! Well, you probably could. SEVCO 🤣	0.05400894	0.9459911
Chuck Lawwell, Desmond an co on a big bastard bonfire, ripping the complete arse out of our club. [URL]	0.01721623	0.9827838
Please resign. It's genocide happening in India now. And this man is nowhere. Why are Godi Media's not attacking him?? He has to be accountable. I hate seeing his photo these days. that's the problem of having an uneducated PM ResignModi	0.07123491	0.92876506
its me betty huryn 57 year old whore i need help call me 416 918 438 i have black soot coming out of my pussy [USER] puts [URL]	0.018902471	0.9810976
We have lost many of our own people with this covid. Second wave is really scary than first wave. Be 🏠, Safe family COVID India IndiaCovidCrisis IndiaFightsCOVID19 indiawincorona	0.97285616	0.027143849
People who supported BJP are suffering When will [USER] ji n [USER] ji will wake up BengalViolence BengalBurning [URL]	0.58785474	0.4121453
[USER] Well, she's literally a whore... Sooooo 🤷‍♂️	0.033183802	0.96681625
This is Crime against Humanity, Modi Ji is a failed PM of India's History. ModiHataoDeshBachao ResignModi ModiKaVaccineJumla [URL]	0.039222285	0.9607777
"I'm no longer making excuses for the shitty things people have done to me because i cared deeply for them. Fuck the ""if you ever need me, call me"" i don't care if you're dying, don't contact me."	0.0174293	0.9825707
[USER] [USER] will u resign on ur own or u wan ppl to com on streets? U hv completely destroyed India. Even voices within [USER] r dead to call ur bluff. Nation is ashamed of u ResignModi ResignAmitShah BengalElection2021 ResignPMmodi b	0.047357112	0.95264286
ResignPMmodi you dont deserve this country. you collapsed everything of this country. ExitModi	0.04350101	0.956499
[USER] Boy the more you think about it, the more it'll piss you off, just enjoy the illogical action 😭😭😭😭	0.78523475	0.21476519
Not though I do not support taking care of animals but what about humans Yogi Ji. Imagine if there is no human left ResignModi ModiMadeDisaster [URL]	0.7329059	0.26709405
***UPDATE*** the arm pain is real. Holy moly.... like the worst charley horse you could imagine. Can't lift my arm past my midsection. But no symptoms other than that. Got Pfizer. CovidVaccine 💪👍 [URL]	0.8453794	0.1546206
i'm in the bitch mood	0.6419935	0.3580065
Bloody Hell, that looked scary [URL]	0.229306	0.770694
/ / fuck yall if you guys hav comms open let me know and i will gladly waste my money that i should be saving but i want art!	0.017961362	0.9820386
[USER] Damn. That's some insightful shit	0.1628462	0.83715385
My job is trying to hoe me but I'm a pimp. 🤣🤣🤣 wrongcoworker	0.05002933	0.9499707
IndiaCovidCrisis IndiaNeedsOxygen IndiaFightsCorona IndiaFightsCOVID19 This is horrendous to watch.. be informed .. be ..aware🙏 [URL]	0.97036755	0.029632466
Not taking vaccines out of sheer fear is stupidity. You're just risking your lives in the process. COVID19 CovidVaccine	0.68620014	0.31379983
This boy wanna be me so bad, all he can do is throw shade disguised as jokes. He really wish he had a pussy.	0.019017262	0.9809827
ResignModi Resign_PM_Modi India's prime minister advanced a muscular foreign policy, but his mishandling of the pandemic is an embarrassing step back. [URL]	0.10300712	0.89699286
Whoever is playing Plague with the premium pack knock it the fuck off!	0.01933605	0.9806639
Getting the Covid shot tomorrow I'm nervous cause I don't like needles and have a Phobia of them. Which has gotten better I will say but I'm out of practice cause I haven't gotten a shot in 2 years so we will see how it goes 😰🥺 CovidVaccine [URL]	0.9689938	0.031006232
[USER] Agreed. I am horrified by Morrison's blatant racism in all this. auspol IndiaCovidCrisis IStandWithIndianAustralians	0.3578977	0.6421023
[USER] Hahahaa what a load of bollocks. So easy to match Dier to Roma cos of Mourinho. Lazy	0.030552685	0.9694473
The true stature of the seat and office of PM has been reduced to shamelessness . After such a rap- only the most insolent and treasonous of person would not resign. The HC clearly says you are wilfully ignoring the apocalypse. ResignModi Before it becomes ConvictModi [URL]	0.06271036	0.9372896
Just resign [USER]. Let [USER] complete the remaining term. You have destroyed our country for once and all. ResignModi	0.064068966	0.9359311
[USER] At this moment in time horny! Fantasised that I had just cum in you and its slowly dropping out of your pussy whilst you're posing	0.016841091	0.98315895
[USER] i think your internet may be shit	0.047896024	0.952104
"""You did it. You crazy son of a bitch, you did it."" [URL] [URL]"	0.022875	0.9771249
[USER] [USER] Back then the virus was new & hit everyone by surprise. We know better now. Modi and his party increased the infection rate. He screwed over the farmers forcing them to protest and infect and kill more people. I used to like	0.18515089	0.81484914
[USER] Very Lovely game. only that bastard bust am	0.036322176	0.96367776
Highly feel ashamed to say that i am an indian i live in a country where the govt doesnt give a shit to students demands & their health..where the country fails to control the pandemic moreover tries to increase it!! Oh god india sucks now!! ResignModi dontignore12thstudents	0.048777778	0.95122224
All fighting fit men and who knows, there could be a sneaky little ISIS bastard sitting amongst them.. but hey, let's not worry about that, as long as Boris & Carrie get their gold plated wallpaper for the flat at No11... [URL]	0.20347917	0.79652077
Situation n Bengal shows how much it is important for youngsters & educated people to come in politics and lead.Those who lost r also bad those in power are also bad We need good people to led r society otherwise this thing is very dangerous more than pandemic BengalBurning	0.71181303	0.2881869
The data for Bihar is not right. Bhagalpur has more than 77 cases and more than 100 died. The number of deaths and the total case would be thrice the number that I mentioned. Something shady is happening here. IndiaFightsCorona IndiaCovidCrisis [URL]	0.8808976	0.119102426
[USER] Virus becomes COVID Women become Asian Every country's territory becomes Chinese Shameless Chinese ChineseVirus	0.10123041	0.89876956
[USER] [USER] Well, if Jason Miller's hooker is one of the sources, then you know it has to be true 😉	0.38527536	0.6147247
Neither rule will be managed Neither will be able to handle the administration. Corona spread in the street to street. Only discipline will be handled🙌🏼💪🏼 Stay safe stay healthy ❤ twentyonepilots ModiKaVaccineJumla ModiResign	0.8622941	0.13770594
[USER] Bloody hell U were such a drug addict. U went oyo with somebody else. Once u cried to u?? Do u remember. ????u forgotten all...chill babe ll say everything!! Someone calling u for fuck nu!! Uuu dick head.!!	0.020170294	0.97982967
"ModiKaVaccineJumla We need Modi, all enemies of the nation r running such disgusting campaign. Leftist & chamcha""s r real problems, who never help the society but only spreads their nuisance value."	0.05532645	0.9446736
[USER] What the actual fuck?	0.015619809	0.9843801
Nah fuck off am not crying you are [URL]	0.016437596	0.9835624
[USER] [USER] [USER] Resign_PM_Modi ModiDisasterForIndia Modi and his entire troop of idiots should be held for crime against humanity. What an unmitigated disaster this fellow has proved for India !	0.04307918	0.9569208
Everyone makes mistake... and so did BJP, but the most disappointing thing is arrogant behaviour by BJP minster. just saw video of yogi ji saying there is no oxygen shortage in UP. Such a shame... YogiJhootaHai ResignModi OxygenShortage OxygenCrisis PMCaresFund___	0.055725094	0.9442749
[USER] [USER] of the Chinese WuhanVirus .. Why are you worried of naming the ChinaVirus and not it's variants. [CUR]	0.688247	0.31175295
Even in the long run of a year, the Modi government has not been able to stop the spread of corona. Modi should resign without any delay. This is the work of the Modia[CUR]™s Bharatiya Jumla Party . Shame Shame Shame Resign_PM_Modi [URL]	0.033979736	0.9660203
i will literally kms theres no way this bitch has the same venus, mars, jupiter, saturn, uranus, neptune AND pluto as me and has a fucking cancer moon LITERALLY DIE WHORE	0.018362312	0.98163766
[USER] [USER] [USER] What has Maxwell got do with this? RFOL LOL LMAO TWAT	0.04234408	0.9576559
Suck my pussy bitch [URL]	0.018462542	0.98153746
[USER] Yes it is, a low life catcalling. Shameful. ConvictModi ResignPMmodi	0.07314185	0.9268582
bitch fuck you [URL]	0.016891537	0.98310846
[USER] As pm of the country what he has done so far in last year... Stop blaming states its centre that is responsible for such poor management ResignModi godimedia	0.08467917	0.9153209
[USER] Thanks for the reminder...not a fucking chance will I be watching this bollocks.	0.014057213	0.9859428
[USER] ChineseVirus echoing his frustration	0.8998639	0.1001361
Ia[CUR]™m a about to piss ya[CUR]™all off but this is too funny	0.030337533	0.9696624
"[USER] ""How pimping dead when these b*tches still giving me head, licking my a**"" Hold up, say what Pimp? 😂"	0.026573943	0.97342604
The travel ban on India is racist. Straight up discrimination. Read this great explainer. Why the travel ban on India has left me feeling like my citizenship is worth less than yours [URL] Xenophobic India IndiaCovidCrisis auspoI	0.2906609	0.7093391
Please keep donating for the IndiaCovidCrisis - I am scared to check my phone first thing in the morning. [URL]	0.9830095	0.016990542
This violence is totally unacceptable. The WestBengalViolence is a disgrace. Hon. Union Home Minister [USER] - Sir, you have to step in. BengalViolence BengalBurning [URL]	0.3712079	0.6287921
[USER] [USER] I weep for us Igbos. Indeed, as the Yorubas say, a household that is in peace only because the bastard of the family has not yet been born or hasn't grown, Igbos bred and petted their own Shekau in Kanu, now the chickens are coming home to roost.	0.25513703	0.744863
[USER] Termination of Duty. Shameful and disgraceful. Have guts and kick those sitting on Dharna's who are super spreaders of virus. [USER] chinesevirus	0.06747642	0.93252355
[USER] Cum and shoot your spunk in my man cunt	0.022673907	0.9773261
For the 1st time in history, India is at worst Place. Non-educate will destroy the country. IndiaNeedsOxygen ResignModi ModiKaVaccineJumla indianfraudmedia	0.115782864	0.88421714
[USER] today I am ashamed to say you are no different than your predecessor power hungry and selfish. If you can't provide clean water and health care what else can you do??? IndiaCovidCrisis FightAgainstCOVID19	0.7352868	0.26471326
"""The predisposition of the religious to resort to violence on the smallest pretext creates chaos at home and aggravates Islamophobia abroad. This propensity to act as a state within the state must be firmly eradicated whatever the cost"". Pakistan [URL] [URL]"	0.6710277	0.32897228
This BJP government deceiving on every occasion with false promises.ModiKaVaccineJumla	0.0951647	0.90483534
[USER] Damn talk about a throwback lmao	0.49124357	0.50875646
This is why it is critical that foreign govts not provide unconditional aid to Indian govt. The domestic supply chain is a mess - the centre wants to refuse to supply oxygen to Delhi. Transparency is crucial! ModiMadeDisaster IndiaCovidCrisis [USER] [USER] [URL]	0.69905454	0.3009455
[USER] [USER] [USER] [USER] they don't care about human lives, but they lie India is bleeding and burning, screaming 😭! Those who tried to help people yogi jee ki Sarkar taking actions against them. THIS IS NOT MY INDIA 😭😓😰 THIS IS TANASHAHI ResignPMmodi save us	0.08905443	0.91094553
