	Sentence	Predicted label	Matched rule
2157	[USER] [USER] this John Cena we are talking about he will try and be nice anywhere he goes it is not his fault for China and Taiwan being shitty countries damn I swear you bloody Americans bitch about someone for not doing things you want them to do let them live their lives damn	HOF	['(u_1 / bitch)']
2158	If youa[CUR]™re eating a burrito you are legally not allowed to set that fucker down til youa[CUR]™re done	HOF	['(u_1 / fucker)']
2159	Ur son of a bitch 🖕😇	HOF	['(u_1 / bitch)']
2160	Why the fuck am i so nice to you lol	HOF	['(u_2 / fuck)']
2161	[USER] Yeah but it's just... i dunno some of what he said there is stuff he said to me, and i haven't seen all the assholes. I'm sure they exist it's just... I dunno. I thought me and the others that intereacted with me were civil so maybe i might have	HOF	['(u_401 / asshole)']
2162	[USER] [USER] Moral responsibility is felt by people who have moral values ! We talking about evil people here . Get them down and jail them ResignPMmodi	NOT	
2163	Time to start a grassroots activist group dedicated to having Real expelled from La Liga, enjoy coaching in Tercera Grupo VII you cunt	NOT	
2164	Muslims, there is no Saviour coming for you. If you don't want your Generations to be born in DetentionCamps, resist your own Oppression yourself first. Stop Toeing the line which normalizes Islamophobia n' AntiMuslimHatred.👍	NOT	
2165	[USER] [USER] And it's more sad when sitting chief minister of haryana disrespect to dead people and unfortunately he is Khajpai... Resign_PM_Modi [URL]	NOT	
2166	[USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] You have no standing left. Please resign and let the real experts handle this modimadedisater Resign_PM_Modi COVIDSeco	NOT	
2167	If you think you are too fit and u worn get infected .you had got it wrong! Such a promising young blood gone too soon because of this chinesevirus . Om Namashivaya! [URL]	NOT	
2168	I Dona[CUR]™t Mind A Bitch Talking About Me But Dona[CUR]™t Lie On My Name 😒 Thats Gonna Piss Me Off	HOF	['(u_1 / pissHYPHENoff)']
2169	[USER] Pathetic leadership from our govts. Only gimmicks no ground work. Central vista banao aur yahan log oxygen ki kami se Mar rhe hai. How shameful are you mudizee? ResignModi [URL]	HOF	['(u_1 / shame :ARG0 (u_2 / shame|vulture|amr|elect|i|media|it|expose|you|have|obligate|support|nation|result|tell|person|get|vote|possible|religious|bastard|this|know|democracy|let|we|pull|and))']
2170	ResignModi Because you are as Cruel as This idiot TejaswiSurya Well said [USER] [URL]	NOT	
2171	1. Don't be a dick	HOF	['(u_1 / dick)']
2172	[USER] u and your administration has destabilised the image of our great nation 🇮🇳 internationally. Hypothetically speaking you are the worst thing this great nation received.!! So the resolution to this is ResignPMmodi 🙏🏻	NOT	
2173	Extremely painful to watch... May Allah have mercy on humanity. Lots of prayers for our brother and sisters in India. IndiaCovidCrisis indiacovid [URL]	NOT	
2174	This is Crime against Humanity, Modi Ji is a failed PM of India's History. ExitModi ResignModi ExitModi [URL] ResignPMmodi	NOT	
2175	I didn't like that people here are dying ... Retweeting to remind that it's ChineseVirus [URL]	NOT	
2176	Looking like a hooker all summer 😍>>>>> [URL]	NOT	
2177	United States BEEN READY for war, the fuck you thought boi??? 😂 but rs tho this whole thing about a song title lol	HOF	['(u_2 / fuck)']
2178	To be Honest.. Arvind Kejriwal can run the country more efficiently. No,I'm not frm Delhi, neither a bhakt nor a congress fan. ModiResign ModiKaVaccineJumla	NOT	
2179	[USER] [USER] [USER] Oh damn I wasn't aware of that , so there should be 10% of total portfolio in nexo tokens for 10% interest rate, not very good .	NOT	
2180	[USER] [USER] [USER] Stfu chu nerd ass up pussy 🤓🥸	HOF	['(u_2 / fuck)']
2181	Lou got drunk off his ass at the baby shower AND ruined the cake. What an asshole. [URL]	HOF	['(u_401 / asshole)']
2182	This is so ironic. You won't repeal farms laws and pull stunts like this. Our farmers have been struggling for months now. And you think going to Gurudwara will fix this nation? SHAME. FarmersProtest ResignModi [URL]	NOT	
2183	Shucking people's brains time and again! ModiKaVaccineJumla	NOT	
2184	damson cant be nigerian....i would have told all of yall to piss off and went about my day	HOF	['(u_1 / pissHYPHENoff)']
2185	[USER] i hate this whore astrid you should report her tbf	HOF	['(u_764 / whore)']
2186	Where is the vaccine [URL] [USER] ... Not even one centre around me is vaccinating 18 to 45... Modi govt is a complete lie.. VaccineShortage Resign_PM_Modi ResignModi [URL]	NOT	
2187	[USER] ModiResign ModiKaVaccineJumla ModiHataoDeshBachao ModiResignOrRepeal FarmersVsModiVirus FarmLaws_NextPandemic FarmersProtest NoFarmersNoFood boycottGodimedia Shame on Godi media,never raise issue with jumla party. You are equall	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
2188	Never, ever underestimate the power of your voice. Never stop asking questions and demanding justice. IndiaCovidCrisis [URL]	NOT	
2189	LondonMosqueAttack: Stones and eggs hurled at Muslim worshippers. 'we're used to it, says the centre's secretary.' No. Let's not get used to it. This is not ok and should not be accepted by anyone. Islamophobia londonattack [USER] [USER] [URL]	NOT	
2190	Gotta smell good for my bitch* [URL]	HOF	['(u_1 / bitch)']
2191	Why is PM Modi's image on vaccine certificates that State govts have paid for? This desperate need for publicity is the reason our nation is suffering such immense pain today. ResignModi ModiKaVaccineJumla [URL]	NOT	
2192	[USER] [USER] Well i've spotted another fucker , oh no theres 2 of them😲	HOF	['(u_1 / fucker)']
2193	[USER] [USER] [USER] [USER] [USER] Things are not getting better in in India yet. The weekend has been nightmarish for people in India. Can we not provide fully staffed and stocked field hospitals? IndiaCovidCrisis sos	NOT	
2194	[USER] tf going on with you bro we fucking love you. Cute ass cunt no homo... full homo 😘	HOF	['(u_1132 / fucking)']
2195	See? I'm not an asshole	HOF	['(u_401 / asshole)']
2196	Deaths Deaths Everywhere, But XiJinping does not care. He gave us death as a gift, So shd we all die, why resist. Remember when we were lifting bodies of our mates, China was officially Mocking us with it's Shameless traits. ChineseVirus WuhanVirus COVID19 [USER] [USER]	NOT	
2197	[USER] [USER] tried to get it. weak on tech shit lol grandpa is right [URL]	HOF	['(u_1 / shit)']
2198	This👇🏻Hard. Stop. CovidVaccine [URL]	NOT	
2199	"""PM: we haven't had a shift...."" We have a lying ""shit"" PM. ScottyMustGo IndiaCovidCrisis [URL]"	NOT	
2200	In India's days of darkest despair we are seeing new Heroes emerge but sadly our so called Maha Nayaks have emerged as Maha Naalayaks . kindly STOP making such spineless ppl faces of imp public campaigns & stop giving platforms to their fake acts. HeroesInLife IndiaCovidCrisis	NOT	
2201	Whore curtain	HOF	['(u_764 / whore)']
2202	[USER] This is fake... You are so shameless [USER] ... shamelessmodi Resign_PM_Modi ResignModi ModiMustResign ModiMadeDisaster ModiHataoDeshBachao	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
2203	[USER] [USER] Fuck right off.. he's shit.. Everton are massive	HOF	['(u_2 / fuck)']
2204	[USER] [USER] Omg Tonez every time Ia[CUR]™m in London (which is every other week) I think about you! So of course I remember!! bloody hell I miss you loads !!! Thanks for the bday wishes ! How are you?	NOT	
2205	Enough [USER] [USER] ji. You can be a bystander. No worker will stand for the party ,if party leaves them to lurch. I am hurt BengalBurning BengalViolence [URL]	NOT	
2206	Admit your mistakes and resign. Because you are not fit for that position [USER] ResignPMmodi ... [USER] [USER] [USER]	NOT	
2207	A crazy ass woman victimized non stop for 10 years by retarded ass wanna be rapper and drug traffickers finally snaps shit gets real fucking ugly and real damn bloody and it's legit gonna feel so damn good to finally do too bitch its about to be the biggest relief of my damn life	HOF	['(u_1 / bitch)']
2208	Yep there it is! 102.7 Fahrenheit Fever due to the Modera CovidVaccine 2nd dose! Shit!!!!!!!! [URL]	HOF	['(u_1 / shit)']
2209	[USER] [USER] No use we are all so committed this time not you not congress but not even [USER] and chinesevirus can't break us. We have trusted a man with our life. Let him take it or leave it. Why Congress and opposition ruled states were the epicenter.	NOT	
2210	[USER] [USER] [USER] FROM BMJ. Or are they making it up? Provisional figures from the Office for National Statistics (ONS) show 608 002 registered deaths in England and Wales in 2020. This was the second highest number of deaths in	NOT	
2211	I'm a bad bitch. [URL]	HOF	['(u_1 / bitch)']
2212	[USER] Full kit wanker	HOF	['(u_1 / wank)']
2213	[USER] [USER] [USER] Haha every footballing organisation, legal professionals and even a court of session judge all maintain that the club is the same, but some wee irrelevant twat on twitter says they are all wrong and he is correct. 🤣🤣🤣 Couldn't make it up! Well, you probably could. SEVCO 🤣	NOT	
2214	Chuck Lawwell, Desmond an co on a big bastard bonfire, ripping the complete arse out of our club. [URL]	HOF	['(u_1 / bastard)']
2215	Please resign. It's genocide happening in India now. And this man is nowhere. Why are Godi Media's not attacking him?? He has to be accountable. I hate seeing his photo these days. that's the problem of having an uneducated PM ResignModi	NOT	
2216	its me betty huryn 57 year old whore i need help call me 416 918 438 i have black soot coming out of my pussy [USER]... -- puts [URL]	HOF	['(u_764 / whore)']
2217	We have lost many of our own people with this covid. Second wave is really scary than first wave. Be 🏠, Safe family COVID India IndiaCovidCrisis IndiaFightsCOVID19 indiawincorona	NOT	
2218	People who supported BJP are suffering When will [USER] ji n [USER] ji will wake up BengalViolence BengalBurning [URL]	NOT	
2219	[USER] Well, she's literally a whore... Sooooo 🤷‍♂️	HOF	['(u_764 / whore)']
2220	This is Crime against Humanity, Modi Ji is a failed PM of India's History. ModiHataoDeshBachao ResignModi ModiKaVaccineJumla [URL]	NOT	
2221	"I'm no longer making excuses for the shitty things people have done to me because i cared deeply for them. Fuck the ""if you ever need me, call me"" i don't care if you're dying, don't contact me."	HOF	['(u_2 / fuck)']
2222	[USER] [USER] will u resign on ur own or u wan ppl to com on streets? U hv completely destroyed India. Even voices within [USER] r dead to call ur bluff. Nation is ashamed of u ResignModi ResignAmitShah BengalElection2021 ResignPMmodi b	HOF	['(u_1 / shame :ARG1 (u_2 / media|person|publication|they|you|party|have|government))']
2223	ResignPMmodi you dont deserve this country. you collapsed everything of this country. ExitModi	NOT	
2224	[USER] Boy the more you think about it, the more it'll piss you off, just enjoy the illogical action 😭😭😭😭	HOF	['(u_1 / pissHYPHENoff)']
2225	Not though I do not support taking care of animals but what about humans Yogi Ji. Imagine if there is no human left ResignModi ModiMadeDisaster [URL]	NOT	
2226	***UPDATE*** the arm pain is real. Holy moly.... like the worst charley horse you could imagine. Can't lift my arm past my midsection. But no symptoms other than that. Got Pfizer. CovidVaccine 💪👍 [URL]	NOT	
2227	i'm in the bitch mood	HOF	['(u_1 / bitch)']
2228	Bloody Hell, that looked scary [URL]	NOT	
2229	/ / fuck yall if you guys hav comms open let me know and i will gladly waste my money that i should be saving but i want art!	HOF	['(u_2 / fuck)']
2230	[USER] Damn. That's some insightful shit	HOF	['(u_1 / shit)']
2231	My job is trying to hoe me but I'm a pimp. 🤣🤣🤣 wrongcoworker	NOT	
2232	IndiaCovidCrisis IndiaNeedsOxygen IndiaFightsCorona IndiaFightsCOVID19 This is horrendous to watch.. be informed .. be ..aware🙏 [URL]	NOT	
2233	Not taking vaccines out of sheer fear is stupidity. You're just risking your lives in the process. COVID19 CovidVaccine	NOT	
2234	This boy wanna be me so bad, all he can do is throw shade disguised as jokes. He really wish he had a pussy.	NOT	
2235	ResignModi Resign_PM_Modi India's prime minister advanced a muscular foreign policy, but his mishandling of the pandemic is an embarrassing step back. [URL]	NOT	
2236	Whoever is playing Plague with the premium pack knock it the fuck off!	HOF	['(u_2 / fuck)']
2237	Getting the Covid shot tomorrow I'm nervous cause I don't like needles and have a Phobia of them. Which has gotten better I will say but I'm out of practice cause I haven't gotten a shot in 2 years so we will see how it goes 😰🥺 CovidVaccine [URL]	NOT	
