text_id	text	task_1	task_2	task_3
hasoc_en_2475	So why is being silenced by his carers if he has such a wonderful plan? fearty wheresboris BorisJohnsonShouldNotBePM [URL]	NOT	NONE	NONE
hasoc_en_2476	What is going on..... How can we trust Johnson BorisJohnsonShouldNotBePM [URL]	NOT	NONE	NONE
hasoc_en_2477	Why are Pakistan team allowed for Namaz In Ground, And we hope rules will be rules for all teams. Hashim Amla is allowed where he wont wear logo on his tshirt . Hyprocrisy by [USER] we are with dhoni DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_2478	resist womensrights rapist WestPoint cadet's rape conviction reversal outrages victim advocates - West Point cadet's rape conviction reversal outrages victim advocates [URL]	NOT	NONE	NONE
hasoc_en_2479	[USER] I'm thinking he can't make it on the outside and wants to go bck to the can, looks like he will be successful Creepy SlimeBall Murderer	NOT	NONE	NONE
hasoc_en_2480	[USER] Why is this creature even alive?? Murderer	NOT	NONE	NONE
hasoc_en_2481	[USER] [USER] DoctorsFightBack MRSMCH RDA Don't give up Guys Whole Indian Medical Fraternity is with U Until [USER] Unconditional Apology & Arrest Action on 200 Jihadis under CrPC-302 who Assaulted Resident Doctors Don't Call Off Strike which now hv bcome National Movement KeepItUp	NOT	NONE	NONE
hasoc_en_2482	DonaldTrump Has Sold Out America To The Fricking Enemy Russian Commie Soviet 'REDS' MoreSanctionsOnRussia 'NOW' FuckTrump Nuff Said ! .😠 [URL]	HOF	HATE	TIN
hasoc_en_2483	[USER] You wish. FuckTrump	NOT	NONE	NONE
hasoc_en_2484	CRICKET FANS WAITED 4 LONG YEARS FOR SEEING THE RAIN IN ENGLAND ..ICC RUINED THIS YEAR'S WORLD CUP SHAMEONICC	NOT	NONE	NONE
hasoc_en_2485	OJ Simpson will pay for what he did for killing his ex wife. Even though this happened in 1994, he knows what he did wrong to this day and will pay for it. murderer	NOT	NONE	NONE
hasoc_en_2486	[USER] [USER] [USER] [USER] [USER] There's a separate set of rules for ICC events. A Test match is not an ICC event, a World Cup is. P.S. I'm in favour of DhoniKeepsTheGlove , even if it means India have to pull out of CWC.	NOT	NONE	NONE
hasoc_en_2487	One doctor in coma ,another lost his vision ,petrol bombs & acid bottles hurled at doctor hostels, rape threats by religious fanatic groups to female doctors and police taking no action coz CM is against the doctors .Why the [USER] [USER] is so helpless ? DoctorsFightBack	NOT	NONE	NONE
hasoc_en_2488	It's another week - let's do the BoJo poll again. BorisJohnson Do you love him and believe in Boris4PM, or think BorisJohnsonShouldNotBePM ?	NOT	NONE	NONE
hasoc_en_2489	These stunning photos shows the dual-identities of LGBTQ military veterans Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2490	Boris make a last minute appearance on Channel 4 debate BorisJohnsonShouldNotBePM C4debate [URL]	NOT	NONE	NONE
hasoc_en_2491	Thank you Honourable [USER] ji. Getting supported by nation matters a lot for every person in the country.And you always support every good thing as parents do.Thanks for supporting [USER] DhoniKeepsTheGlove it shows that the team [USER] is Best .[USER] [URL]	NOT	NONE	NONE
hasoc_en_2492	[USER] [USER] how about ur buddy Barack ...ur ok with him right ... He knew what was transpiring.....go investigate him pal Douchebag	NOT	NONE	NONE
hasoc_en_2493	Keep it moving TrumpIsATraitor ImpeachmentInquiryNow [URL]	NOT	NONE	NONE
hasoc_en_2494	And after that [USER] modi will be distribute 5cr scholarship to minority [USER] ji we should demand to ModiSarkar2 for RamMandir PopulationControlLaw Article370 HinduSamarajyaDiwas Bengal BengalBurning DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_2495	Corrected typo and reposting 😃 Kindly retweet,follow for more cartoons everyday 😇 DhoniKeSaathDesh DhoniKeepsTheGlove BalidaanBadge DhoniKeepTheGlove cartoon ICCWorldCup2019 SuperShowDown IndiaWithDhoni [USER] ICC Thank you [USER] for pointing the typo ! [URL]	NOT	NONE	NONE
hasoc_en_2496	Ocasio-Cortez says Dems are 'sitting on our hands' on impeachment Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2497	IstandwithNRS DoctorsFightBack SaveTheSaviours ALLENHaiTohMumkinHai Irony is,teachers (who make us doctor) who taught us at the Time of neet-ug. Have not a sec to support doctors [URL]	NOT	NONE	NONE
hasoc_en_2498	[USER] [USER] [USER] [USER] [USER] How can ICC organise a world cup in such weather. Its highly unfair to teams and biased on part of ICC. shameonicc [URL]	NOT	NONE	NONE
hasoc_en_2499	SaveBengal Zero Law & Order in Bengal No Mamata in Mamata Doctors aren't safe Teachers aren't safe Oppositions aren't safe Electoral Officer aren't safe No Democracy in Bengal Solution? .......[USER] DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_2500	Ultimatums can work both ways ma'am. DoctorsFightBack doctorsstrike DoctorsProtest standwithnrsmch [URL]	NOT	NONE	NONE
hasoc_en_2501	[USER] [USER] Paid actors ImpeachTrump TrumpIsATraitor	NOT	NONE	NONE
hasoc_en_2502	Yeah he is 😂 FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2503	[USER] FuckTrump What a cool idea! Fuck Trump	HOF	PRFN	TIN
hasoc_en_2504	I thought about that today, too. John McCain was a true patriot. Happy JohnMcCainDay , America! TrumpIsATraitor ImpeachTrumpNow [URL] [URL]	NOT	NONE	NONE
hasoc_en_2505	[USER] FuckTrump BollocksToBoris Meet the 'Dimmer' twins!! [URL]	NOT	NONE	NONE
hasoc_en_2506	"""As a TMC supporter, I am deeply ashamed"" - Kolkata Mayor's daughter Shabba Hakim slams Mamata Banerjee for her inaction and silence over protection of doctors Good to see a Doctor placing her own fraternity above petty politics SaveBengal SaveTheDoctors DoctorsFightBack [URL]"	NOT	NONE	NONE
hasoc_en_2507	NASA administrator says 'nothing has changed' after Trump's tweet about the Moon and Mars Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2508	[USER] Because he thinks he is the president's lawyer and not the AG for the American People. TrumpIsATraitor TrumpMustResign	NOT	NONE	NONE
hasoc_en_2509	Top 2020 Dems best Trump in hypothetical matchups in new poll Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2510	[USER] [USER] Boris can't even debate with 5 Conservative colleagues how will he cope against 27 EU Delegates. BorisJohnsonShouldNotBePM	NOT	NONE	NONE
hasoc_en_2511	[USER] A newborn baby was died too in the so call DoctorsFightBack	NOT	NONE	NONE
hasoc_en_2512	The [USER] [USER] [USER] and [USER] himself don't care if they break laws like the Hatch law. [URL] fucktrump fuckthegop voteoutgop draintheswamp trumpresign impeachtrump gop politics	NOT	NONE	NONE
hasoc_en_2513	[USER] [USER] Another racist Southern Senator, [USER] , gets down on her knees to kiss your traitorist butt. This isn't news. It's been happening for over two years. All of them will have to answer to the American people. MAGA TrumpIsATraitor [URL]	HOF	OFFN	TIN
hasoc_en_2514	IMA meeting with striking docs remains inconclusive IMA DoctorsFightBack DoctorsProtest DoctorsStrike DoctorsUnderOppression doctors_against_assualt [URL]	NOT	NONE	NONE
hasoc_en_2515	So from next match onwards other country's players will wear military and police logo of their country and then cricket will be a great war without balls and bats... Totally disgusting dhonigloves DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_2516	ShameOnICC is trending at 2nd [URL]	NOT	NONE	NONE
hasoc_en_2517	DoctorsFightBack DoctorsUnderOppression I hope [USER] [USER] u are not ashamed of brutal assault on kolkata Doctors. I don't see any placcards today!	NOT	NONE	NONE
hasoc_en_2518	[USER] [USER] can see [USER] badge but doesn't see the ground was not covered. Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from EdenGarden ShameOnICC WorldCup2019 iccraincup2019 CricketKaCrown [URL]	NOT	NONE	NONE
hasoc_en_2519	DoctorsFightBack Where Are Akhtars Shabana Naseeruddin and Gangs? beNgoNlke_ddre_hue_muslmaan or IslamicTerrorists Of MamataBanarjee supporting , Brutally attacking Doctors with MamataFrustrated helping killers [URL]	NOT	NONE	NONE
hasoc_en_2520	[USER] [USER] Lmao its cool just saying my piece fucktrump	NOT	NONE	NONE
hasoc_en_2521	Ummm...getting even??? lockthisnutupagain murderer [URL]	NOT	NONE	NONE
hasoc_en_2522	[USER] DoctorsFightBack DoctorsProtest India Kindly don't befool doctors by writing letters to CMs. It is a futile eyewash exercise. Immediately pass ordinance to protect medical staff. IMA must go on indefinite strike in the entire country till an ordinance is passed. WestBengal	NOT	NONE	NONE
hasoc_en_2523	[USER] Murderer!!! He killed people! [URL]	NOT	NONE	NONE
hasoc_en_2524	[USER] This is a US led behind the scenes so they can create a war with Iran. Following up on Bush's war with Iraq for no reason. fucktrump	NOT	NONE	NONE
hasoc_en_2525	Embassies worldwide are defying Trump & flying the Pride flag without permission Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2526	[USER] Intel & Pentagon doesn't fu[CUR]king trust our so-called president. How far America has fallen since 11/2016 since we elected an ENEMY OF THE PEOPLE to sit in our highest office. LockTrumpUp ImpeachmentInquiryNow ImpeachTrump ImpeachBarr ImpeachMnuchin TrumpIsATraitor [URL]	HOF	PRFN	TIN
hasoc_en_2527	More than 700 govt doctors tendered resignation in West Bengal in accord with their striking junior colleagues. Mass resignation were reported from NRS, Rd Kar, School of tropical Medicine and elsewhere. DoctorsFightBack DoctorsProtest [URL]	NOT	NONE	NONE
hasoc_en_2528	Didt he do well BorisJohnsonShouldNotBePM [URL]	NOT	NONE	NONE
hasoc_en_2529	I have wonderful doctors, who have gone beyond the call of duty to support me during difficult times. ILoveMyDoctor SaveTheSaviour DoctorsFightBack DoctorsProtest SaveBengal SaveBengalFromTMC doctors_against_assualt	NOT	NONE	NONE
hasoc_en_2530	[USER] how do we correct this lie from [USER]??? It is highly irresponsible & defamatory! Trump FoxNews TrumpIsATraitor TrumpLiesEveryTimeHeSpeaks TrumpLiesMatter [URL]	NOT	NONE	NONE
hasoc_en_2531	[USER] How do you feel about Henry Cejudo telling you to kick rocks In his interview. douchebag	NOT	NONE	NONE
hasoc_en_2532	[USER] - See, We just focused on Gloves only! INDvNZ dhonikeepstheglove ViratKohli [URL]	NOT	NONE	NONE
hasoc_en_2533	Kolkata - SSKM Hospital. Death of a nine-month-old girl from Behala because of alleged medical negligence triggered an altercation between police / hospital and the deceased's family and neighbours. DoctorsFightBack [URL]	NOT	NONE	NONE
hasoc_en_2534	Peace and Liberty for Uyhgur ! PleaseHelp FreeUyghur SaveUyghur MeTooUyghur PrayForUyghur EastTurkistan FreedomForEastTurkistan Turkistan Freedom HumanRights China CCP Genocide StopChina BoycottChina StopGenocideChina uiguru RT [URL]	NOT	NONE	NONE
hasoc_en_2535	[USER] Happy JohnMcCainDay! Also, FuckTrump ImpeachTrump ImpeachDonaldTrump	NOT	NONE	NONE
hasoc_en_2536	This is why we need BernieforPresident Bernie2020 FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2537	A Real Leader .... fucktrump NotMyPresident [USER] [USER] [URL]	NOT	NONE	NONE
hasoc_en_2538	[USER] Trusted again? That implies you were trusted in the first place FuckTrump WTFiswrongwithyou TakeThatDamnPhoneAwayHim ImpeachTheMF	NOT	NONE	NONE
hasoc_en_2539	Dear [USER] Let DhoniKeepsTheGlove it's not hurting any religious beliefs nor promoting any political party. [USER] should stand by [USER] and support him.	NOT	NONE	NONE
hasoc_en_2540	This is Dubai's government. Where the 5-year-old girl was raped, After just 15 minutes of rape, the punishment of death was given. We want something like this about Twinkle case. [USER] [USER] JusticeForTwinkleSharma crime Dubai JusticeForTwinkle rapist [URL]	NOT	NONE	NONE
hasoc_en_2541	2020 can't come fast enough. TrumpIsATraitor [URL]	NOT	NONE	NONE
hasoc_en_2542	[USER] [USER] How wrong...we shud wear the pride of our country?? Attention seeker uncle DhoniKeepBalidaanBadgeGlove DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_2543	Nothing much has changed at the PGIMER Chandigarh since August 2016, when Doctors went on strike demanding security at workplace. They are still assaulted now and then by patients' relatives, who go scot free DoctorsFightBack doctors_against_assualt [USER] [URL]	NOT	NONE	NONE
hasoc_en_2544	DoctorsFightBack Doctorsprotest DoctorsStrike I support my fellow colleagues. [URL]	NOT	NONE	NONE
hasoc_en_2545	[USER] [USER] you guys ruined the enjoyment of CWC2019 See the Kolkata Edengarden in a normal match and you guys are organising a world level event and see your preparation ShameonICC [URL]	NOT	NONE	NONE
hasoc_en_2546	Don't the [USER] take references? BorisJohnsonShouldNotBePM [URL]	NOT	NONE	NONE
hasoc_en_2547	"[USER] [USER] I'm guessing your youngest child won't get a look in today. You're too busy eating hamberderers, watching TV and tweeting in bed pre heading out to ""play"" golf. LockTrumpUp ImpeachmentInquiryNow ImpeachTrump ImpeachBarr ImpeachMnuchin TrumpIsATraitor"	NOT	NONE	NONE
hasoc_en_2548	ShameOnICC This is for both [USER] and [USER] . Don't know how to organize a global event. And call themselves as progressive... [URL]	NOT	NONE	NONE
hasoc_en_2549	ImranHataoMulkBachao ImranKhan Must retweet MustWatch Budget2019 AwamDushmanBudget ImranKhanAddressesTheNation mustretweet [URL]	NOT	NONE	NONE
hasoc_en_2550	[USER] 3.5 lacs DoctorsFightBack are doing mob_lynching against to the patients	NOT	NONE	NONE
hasoc_en_2551	a used tampon 49%, trump 41%. fucktrump [URL]	NOT	NONE	NONE
hasoc_en_2552	Surely the great buffoon thinks that he's above everyone else and has already been anointed by the Tories? BorisJohnsonShouldNotBePM [URL]	NOT	NONE	NONE
hasoc_en_2553	Do you know ? The strongly flavored Saffron is deep Red in color BengalDoctorsStrike bengal MamtaBanerjee DoctorsProtest DoctorsStrike DoctorsFightBack doctors_against_assualt cpim Communists AmitShah Imafraud indianmedicalassociation TMC Congress MamataBanerjee [URL]	NOT	NONE	NONE
hasoc_en_2554	Sick and tired of hearing about this fucking asshole too. FuckTrump [URL]	HOF	PRFN	TIN
hasoc_en_2555	Cricket in Rainy season was really a Great idea ShameOnICC	NOT	NONE	NONE
hasoc_en_2556	[USER] Libtards JaishEMedia call [USER] saffron wid mission to make India Hindu state? As soon as they get 20 c/o muslim vote BJP smells winning formula n India is back to normal. CongressMuktBharat means BJP takes ovr congress culture of appeasement! Secularism is sick again!	NOT	NONE	NONE
hasoc_en_2557	douchebag of a congressmen [USER] humiliated by [USER] [URL]	NOT	NONE	NONE
hasoc_en_2558	.[USER]: It's not just about compensation of money but, the image of the game is at stake. The delays & washouts has knocked the momentum out of the world cup and sadly turned one of the most awaited events into a damp squib ShameOnICC [URL]	NOT	NONE	NONE
hasoc_en_2559	'Pose' star Indya Moore attacked outside studio by a deranged Trump supporter Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2560	Avlon: This is what the Founding Fathers warned against Resist ResistTrump FuckTrump [URL]	NOT	NONE	NONE
hasoc_en_2561	[USER] [USER] Batch on someone's gloves is not harmful or disrespectful for ICC world cup but poor umpiring is. So focus on real matters than making controversy of someone's gloves. DhoniKeepsTheGlove	NOT	NONE	NONE
hasoc_en_2562	The secret behind the game. IndiaVsPakistan terroristNationPakistan IndiaVsPakistan [URL]	NOT	NONE	NONE
hasoc_en_2563	This is not ok. At 4 mos. I was still BF my kids. This not pro-life. fucktrump [URL]	NOT	NONE	NONE
hasoc_en_2564	[USER] [USER] [USER] I agree! England Cricket Board were just too clever to not bribe ICC to fix their beloved team's matches on occasions where the forecast is good in order to get a safe entry into the Semi-finals. But, don't be too happy because weather factor won't save you in semis. ShameOnICC	NOT	NONE	NONE
